184.63370000000000000000  -21.6273
183.51730000000000000000  -21.8247
179.94520000000000000000  -22.4169
175.47960000000000000000  -23.2064
171.0140000000000000000  -23.996
166.54730000000000000000  -24.8841
162.08050000000000000000  -25.7721
157.61380000000000000000  -26.6602
153.14710000000000000000  -27.5483
148.68040000000000000000  -28.4364
144.21150000000000000000  -29.5215
139.74360000000000000000  -30.5081
135.27580000000000000000  -31.4947
130.80910000000000000000  -32.3828
126.34020000000000000000  -33.4679
121.87350000000000000000  -34.3559
117.40460000000000000000  -35.4411
112.93780000000000000000  -36.3291
108.47110000000000000000  -37.2172
104.00660000000000000000  -37.9082
99.54210000000000000000  -38.5993
95.07960000000000000000  -39.0933
90.61960000000000000000  -39.3902
86.16170000000000000000  -39.4901
81.70690000000000000000  -39.2944
77.25790000000000000000  -38.6061
72.81310000000000000000  -37.5238
68.37160000000000000000  -36.1458
63.940000000000000000  -33.8812
59.51390000000000000000  -31.1239
55.09550000000000000000  -27.677
50.68150000000000000000  -23.8359
46.27410000000000000000  -19.4039
41.86660000000000000000  -14.9717
37.45920000000000000000  -10.5396
3.403000000000000114e+01 -7.059999999999999609e+00
3.235999999999999943e+01 -5.629999999999999893e+00
3.076999999999999957e+01 -4.400000000000000355e+00
2.926000000000000156e+01 -3.390000000000000124e+00
2.782000000000000028e+01 -2.580000000000000071e+00
2.644000000000000128e+01 -1.969999999999999973e+00
2.514000000000000057e+01 -1.709999999999999964e+00
2.389000000000000057e+01 -2.000000000000000000e+00
2.271000000000000085e+01 -3.589999999999999858e+00
2.157999999999999829e+01 -7.820000000000000284e+00
2.050000000000000000e+01 -1.705999999999999872e+01
1.948000000000000043e+01 -3.404999999999999716e+01
1.850000000000000000e+01 -5.996999999999999886e+01
1.757000000000000028e+01 -9.445000000000000284e+01
1.669000000000000128e+01 -1.255000000000000000e+02
1.584999999999999964e+01 -1.449399999999999977e+02
1.505000000000000071e+01 -1.438799999999999955e+02
1.427999999999999936e+01 -1.232000000000000028e+02
1.355000000000000071e+01 -9.089000000000000057e+01
1.285999999999999943e+01 -5.759000000000000341e+01
1.219999999999999929e+01 -3.014000000000000057e+01
1.157000000000000028e+01 -1.083000000000000007e+01
1.097000000000000064e+01 1.239999999999999991e+00
1.040000000000000036e+01 7.910000000000000142e+00
9.859999999999999432e+00 1.074000000000000021e+01
9.339999999999999858e+00 1.100000000000000000e+01
8.849999999999999645e+00 9.660000000000000142e+00
8.380000000000000782e+00 7.450000000000000178e+00
7.929999999999999716e+00 5.049999999999999822e+00
7.509999999999999787e+00 2.979999999999999982e+00
7.099999999999999645e+00 1.540000000000000036e+00
6.719999999999999751e+00 6.600000000000000311e-01
6.349999999999999645e+00 2.200000000000000011e-01
6.000000000000000000e+00 5.000000000000000278e-02
